Date,Username,User tag,Content,Mentions,link
"2024-09-10,18:02:10",leo7.,#0,813,,
"2024-09-11,13:30:55",leo7.,#0,814,,
"2024-09-12,11:18:41",leo7.,#0,815,,
"2024-09-13,13:19:36",leo7.,#0,816,,
"2024-09-14,09:34:18",leo7.,#0,817,,
"2024-09-15,09:52:01",leo7.,#0,818,,
"2024-09-16,10:57:54",leo7.,#0,819,,
"2024-09-17,11:03:53",leo7.,#0,820,,
"2024-09-18,12:33:51",leo7.,#0,821,,
"2024-09-19,13:58:56",leo7.,#0,822,,
"2024-09-20,13:11:08",leo7.,#0,823,,
"2024-09-21,18:49:23",leo7.,#0,824,,
"2024-09-22,09:07:13",leo7.,#0,825,,
"2024-09-23,18:34:00",leo7.,#0,826,,
"2024-09-24,08:47:50",leo7.,#0,827,,
"2024-09-25,07:13:07",leo7.,#0,828,,
"2024-09-26,09:01:14",leo7.,#0,829,,
"2024-09-27,21:26:52",leo7.,#0,830,,
"2024-09-28,12:28:22",leo7.,#0,831,,
"2024-09-29,09:03:54",leo7.,#0,832,,
"2024-09-30,10:54:10",leo7.,#0,833,,
"2024-10-01,11:01:28",leo7.,#0,834,,
"2024-10-03,07:56:34",leo7.,#0,835,,
"2024-10-04,10:53:20",leo7.,#0,836,,
"2024-10-05,21:41:32",leo7.,#0,837,,
"2024-10-06,09:05:51",leo7.,#0,838,,
"2024-10-07,09:10:41",leo7.,#0,839,,
"2024-10-07,11:16:51",fameldin,#0,server deletion at 1000 ? 🤯  👀,,
"2024-10-08,17:00:28",leo7.,#0,840,,
"2024-10-09,21:08:02",leo7.,#0,841,,
"2024-10-10,11:58:04",leo7.,#0,842,,
"2024-10-12,07:28:59",leo7.,#0,843,,
"2024-10-13,08:24:39",leo7.,#0,844,,
"2024-10-14,09:23:39",leo7.,#0,845,,
"2024-10-15,00:01:46",leo7.,#0,846,,
"2024-10-16,10:49:25",leo7.,#0,847,,
"2024-10-17,16:46:17",leo7.,#0,848,,
"2024-10-18,11:48:16",leo7.,#0,849,,
"2024-10-19,17:26:13",leo7.,#0,850,,
"2024-10-21,11:29:36",leo7.,#0,851,,
"2024-10-22,10:56:48",leo7.,#0,852,,
"2024-10-23,14:05:31",leo7.,#0,853,,
"2024-10-24,09:40:50",leo7.,#0,854,,
"2024-10-26,15:42:15",leo7.,#0,855,,
"2024-10-27,10:47:58",leo7.,#0,856,,
"2024-10-28,10:40:19",fameldin,#0,<@229298624280920064> <@308726682918060033> thoughts on a data visualization of missed days in this channel?,trent5483#0、leo7.#0,
"2024-10-28,10:40:30",fameldin,#0,the results may be surprising !,,
"2024-10-28,10:49:34",leo7.,#0,I'd love to see this,fameldin#0,
"2024-10-28,10:49:47",leo7.,#0,Also,,
"2024-10-28,10:49:51",leo7.,#0,857,,
"2024-10-28,10:50:09",trent5483,#0,something something minard,,
"2024-10-28,10:51:34",leo7.,#0,Over/under on missing days?,,
"2024-10-29,17:53:18",leo7.,#0,858,,
"2024-10-30,20:19:13",leo7.,#0,859,,
"2024-10-31,22:58:53",leo7.,#0,860,,
"2024-11-01,11:27:41",leo7.,#0,861,,
"2024-11-02,13:20:59",leo7.,#0,862,,
"2024-11-03,13:57:25",leo7.,#0,863,,
"2024-11-04,00:19:07",leo7.,#0,864,,
"2024-11-05,07:44:02",leo7.,#0,865,,
"2024-11-06,09:43:12",leo7.,#0,866,,
"2024-11-07,13:07:27",leo7.,#0,867,,
"2024-11-08,23:25:27",leo7.,#0,868,,
"2024-11-09,12:54:12",leo7.,#0,869,,
"2024-11-10,12:44:01",leo7.,#0,870,,
"2024-11-11,06:16:36",fameldin,#0,uhoh,,
"2024-11-11,06:17:02",trent5483,#0,What’s going to happen Yusuf???,,
"2024-11-11,06:17:20",trent5483,#0,3 days away from 873…,,
"2024-11-11,08:34:25",leo7.,#0,871,,
"2024-11-12,08:17:46",leo7.,#0,872,,
"2024-11-13,16:15:19",fameldin,#0,you'll see today,trent5483#0,
"2024-11-13,17:05:53",leo7.,#0,874 <:TaylanTrollface:961694271335972924>,,
"2024-11-14,07:58:47",leo7.,#0,875,,
"2024-11-15,18:35:03",leo7.,#0,876,,
"2024-11-16,08:26:00",leo7.,#0,877,,
"2024-11-17,14:39:48",leo7.,#0,878,,
"2024-11-18,09:02:57",leo7.,#0,879,,
"2024-11-19,12:11:49",leo7.,#0,880,,
"2024-11-21,11:50:06",leo7.,#0,881,,
"2024-11-22,13:04:54",leo7.,#0,882,,
"2024-11-24,11:44:28",leo7.,#0,883,,
"2024-11-25,09:24:13",leo7.,#0,884,,
"2024-11-26,14:40:43",leo7.,#0,885,,
"2024-11-27,09:31:11",leo7.,#0,886,,
"2024-11-28,19:51:23",leo7.,#0,887,,
"2024-11-29,19:57:27",leo7.,#0,888,,
"2024-12-01,11:48:46",leo7.,#0,889,,
"2024-12-02,01:11:18",leo7.,#0,890,,
"2024-12-03,13:06:09",leo7.,#0,891,,
"2024-12-04,08:30:16",leo7.,#0,892,,
"2024-12-05,08:51:35",leo7.,#0,893,,
"2024-12-06,10:06:42",leo7.,#0,894,,
"2024-12-07,11:56:42",leo7.,#0,895,,
"2024-12-08,18:09:19",leo7.,#0,896,,
"2024-12-09,23:11:43",leo7.,#0,897,,
"2024-12-11,09:59:04",fameldin,#0,898,,
"2024-12-11,09:59:06",fameldin,#0,899,,
"2024-12-12,08:57:03",fameldin,#0,900,,
"2024-12-12,08:57:11",fameldin,#0,🥳,,
"2024-12-13,01:04:24",fameldin,#0,901,,
"2024-12-13,02:31:12",fameldin,#0,I'd like to hand things back to Leo,,
"2024-12-13,02:31:21",fameldin,#0,But this was fun,,
"2024-12-13,02:31:26",fameldin,#0,<:Classy:1020815553578946560>,,
"2024-12-14,08:08:31",leo7.,#0,902,,
"2024-12-16,01:54:39",leo7.,#0,903,,
"2024-12-16,10:40:55",leo7.,#0,....,,
"2024-12-16,10:41:05",fameldin,#0,"erm ""..."" is not the number that succeeds 903",,
"2024-12-16,10:41:15",fameldin,#0,also you're early,,
"2024-12-17,12:30:30",fameldin,#0,https://tenor.com/view/atat%C3%BCrk-mka-t%C3%BCrkiyem-t%C3%BCrkl-t%C3%BCrk-gif-18256315,,
"2024-12-17,13:35:12",leo7.,#0,904,,
"2024-12-18,08:49:47",leo7.,#0,905,,
"2024-12-19,10:35:02",leo7.,#0,906,,
"2024-12-19,12:10:48",fameldin,#0,9OK,,
"2024-12-20,07:46:29",leo7.,#0,907,,
"2024-12-21,15:06:38",laxaxl,#0,this is concerning.... will it happen?,fameldin#0,
"2024-12-21,15:06:56",leo7.,#0,908,,
"2024-12-21,15:08:05",fameldin,#0,Wait 92 days and see,laxaxl#0,
"2024-12-21,15:09:17",laxaxl,#0,<:JohnCarnalDesireHorror:1041582487282921482>,,
"2024-12-22,15:03:47",leo7.,#0,909,,
"2024-12-23,10:35:27",leo7.,#0,910,,
"2024-12-24,15:27:57",leo7.,#0,911,,
"2024-12-25,01:06:33",fameldin,#0,"911, What's your emergency?",leo7.#0,
"2024-12-25,07:31:51",leo7.,#0,912,,
"2024-12-26,10:04:01",fameldin,#0,913,,
"2024-12-27,09:22:33",leo7.,#0,914,,
"2024-12-28,01:46:07",leo7.,#0,915,,
"2024-12-29,11:14:42",leo7.,#0,916,,
"2024-12-30,11:18:05",leo7.,#0,917,,
"2024-12-31,08:36:45",leo7.,#0,918,,
"2025-01-01,00:07:19",leo7.,#0,919,,
"2025-01-02,09:06:16",leo7.,#0,920,,
"2025-01-03,08:35:17",leo7.,#0,921,,
"2025-01-04,09:33:42",leo7.,#0,922,,
"2025-01-05,07:15:13",leo7.,#0,923,,
"2025-01-06,08:14:54",leo7.,#0,924,,
"2025-01-07,08:23:31",leo7.,#0,925,,
"2025-01-08,07:37:50",leo7.,#0,926,,
"2025-01-09,06:08:11",leo7.,#0,927,,
"2025-01-10,07:52:47",leo7.,#0,928,,
"2025-01-11,06:59:56",leo7.,#0,929,,
"2025-01-12,10:14:53",fameldin,#0,930 <:Slime:1267685583631814771>,,
"2025-01-12,10:15:08",fameldin,#0,70 days to go <:Hope:1306760060420231178>,,
"2025-01-13,05:44:39",leo7.,#0,931,,
"2025-01-14,03:25:48",fameldin,#0,932,,
"2025-01-14,03:25:52",fameldin,#0,big stuff incoming...,,
"2025-01-15,05:53:11",leo7.,#0,933,,
"2025-01-16,10:01:38",leo7.,#0,934,,
"2025-01-17,00:23:55",leo7.,#0,935,,
"2025-01-18,08:02:41",leo7.,#0,936,,
"2025-01-19,11:56:01",leo7.,#0,937,,
"2025-01-20,09:38:23",leo7.,#0,938,,
"2025-01-21,10:49:14",leo7.,#0,939,,
"2025-01-22,06:14:44",leo7.,#0,940,,
"2025-01-22,21:53:21",laxaxl,#0,60 more days,,
"2025-01-22,21:53:31",laxaxl,#0,the end is near,,
"2025-01-22,21:53:35",laxaxl,#0,<:JohnCarnalDesireHorror:1041582487282921482>,,
"2025-01-23,10:20:50",leo7.,#0,941,,
"2025-01-24,07:44:36",leo7.,#0,942,,
"2025-01-25,08:35:28",leo7.,#0,943,,
"2025-01-26,07:02:35",leo7.,#0,944,,
"2025-01-27,07:13:45",leo7.,#0,945,,
"2025-01-28,06:17:26",leo7.,#0,946,,
"2025-01-29,08:51:38",leo7.,#0,947,,
"2025-01-30,06:38:33",leo7.,#0,948,,
"2025-01-31,10:09:56",leo7.,#0,949,,
"2025-02-02,08:11:34",leo7.,#0,950,,
"2025-02-03,04:54:03",leo7.,#0,951,,
"2025-02-04,05:22:52",fameldin,#0,952,,
"2025-02-05,06:31:57",leo7.,#0,953,,
"2025-02-06,06:15:01",leo7.,#0,954,,
"2025-02-07,06:04:28",leo7.,#0,955,,
"2025-02-08,12:45:28",leo7.,#0,956,,
"2025-02-10,09:33:11",leo7.,#0,967,,
"2025-02-11,11:22:51",leo7.,#0,968,,
"2025-02-12,09:09:05",leo7.,#0,969,,
"2025-02-12,13:29:30",laxaxl,#0,31 more days... the end is near 💀,,
"2025-02-13,07:10:55",leo7.,#0,970,,
"2025-02-14,08:51:52",leo7.,#0,971,,
"2025-02-15,07:30:49",leo7.,#0,972,,
"2025-02-16,11:44:58",leo7.,#0,973,,
"2025-02-17,08:37:09",leo7.,#0,974,,
"2025-02-18,08:26:16",leo7.,#0,975,,
"2025-02-19,18:30:11",leo7.,#0,976,,
"2025-02-20,14:05:41",leo7.,#0,977,,
"2025-02-21,18:46:51",leo7.,#0,978,,
"2025-02-22,12:24:14",leo7.,#0,979,,
"2025-02-23,08:19:06",leo7.,#0,980,,
"2025-02-25,08:57:00",leo7.,#0,981,,
"2025-02-26,14:10:27",leo7.,#0,982,,
"2025-02-26,16:45:31",fameldin,#0,: ),,
"2025-02-27,08:05:19",leo7.,#0,983,,
"2025-02-27,09:47:13",fameldin,#0,: ),,
"2025-02-28,09:19:30",leo7.,#0,984,,
"2025-03-01,07:00:45",leo7.,#0,985,,
"2025-03-02,20:53:49",leo7.,#0,986,,
"2025-03-03,07:52:58",leo7.,#0,987,,
"2025-03-04,23:00:36",leo7.,#0,988,,
"2025-03-05,12:54:18",leo7.,#0,989,,
"2025-03-06,09:09:28",leo7.,#0,990,,
"2025-03-08,07:53:01",leo7.,#0,991,,
"2025-03-08,09:27:25",fameldin,#0,9 more days,,
"2025-03-10,20:12:43",leo7.,#0,992,,
"2025-03-11,08:33:05",leo7.,#0,993,,
"2025-03-12,07:53:38",leo7.,#0,994,,
"2025-03-13,10:43:20",leo7.,#0,995,,
"2025-03-14,22:46:02",leo7.,#0,996,,
"2025-03-15,22:30:20",leo7.,#0,997,,
"2025-03-16,10:52:17",leo7.,#0,998,,
"2025-03-17,12:01:12",leo7.,#0,999,,
"2025-03-17,12:01:40",jink0683,#0,https://tenor.com/view/its-happening-gif-23353691,,
"2025-03-17,12:34:20",laxaxl,#0,https://tenor.com/view/oh-my-god-its-happening-ok-stay-calm-the-office-gif-6091046,,
"2025-03-17,16:27:31",_tybg,#0,What if i,,
"2025-03-17,16:27:36",_tybg,#0,Deleted this channel,,
"2025-03-17,16:27:44",_tybg,#0,At exactly 11:59 pm,,
"2025-03-17,21:41:27",laxaxl,#0,potential server wipe in 3 hours,,
"2025-03-17,21:41:40",laxaxl,#0,⚠️ this is not a drill ⚠️,,
"2025-03-17,21:41:57",laxaxl,#0,https://tenor.com/view/the-simpsons-homer-apocalypse-the-end-is-near-gif-7204885,,
"2025-03-17,21:45:17",jink0683,#0,wrong. nothing ever happens,,
"2025-03-17,21:51:33",laxaxl,#0,we will see.,,
"2025-03-17,23:03:52",_tybg,#0,Impending doom,,
"2025-03-18,09:01:05",leo7.,#0,1000,,
"2025-03-18,09:01:25",leo7.,#0,,,https://cdn.discordapp.com/attachments/963897874624696410/1351586301996044479/RDT_20250306_124246778092770218984149.jpg?ex=68b90f15&is=68b7bd95&hm=cf4a6b868a116cf3189d684b8ea28cb2b4bff6bc4cb3c73759fe2ce62c845f58&
"2025-03-19,08:42:16",leo7.,#0,1001,,
"2025-03-20,09:02:07",leo7.,#0,1002,,
"2025-03-21,10:28:28",leo7.,#0,1003,,
"2025-03-21,11:28:56",_tybg,#0,Alexa play 1000 years by Christina Perri,,
"2025-03-22,08:36:29",leo7.,#0,1004,,
"2025-03-22,08:38:11",leo7.,#0,Lukas Graham remix: Once I was 1000 years old!!,_tybg#0,
"2025-03-23,10:08:32",leo7.,#0,1005,,
"2025-03-24,22:41:38",leo7.,#0,1006,,
"2025-03-25,16:14:30",leo7.,#0,1007,,
"2025-03-26,22:25:43",leo7.,#0,1008,,
"2025-03-27,10:11:50",leo7.,#0,1009,,
"2025-03-28,09:02:03",leo7.,#0,1010,,
"2025-03-29,18:24:23",leo7.,#0,1011,,
"2025-03-31,12:57:34",leo7.,#0,1012,,
"2025-04-01,13:06:42",leo7.,#0,1013,,
"2025-04-03,21:47:40",leo7.,#0,1014,,
"2025-04-03,21:50:28",jink0683,#0,2 missed days within a week... not good. possible early-onset dementia symptom,,
"2025-04-04,08:04:25",leo7.,#0,1015,,
"2025-04-05,10:46:39",leo7.,#0,1016,,
"2025-04-07,13:23:08",leo7.,#0,1017,,
"2025-04-09,13:20:21",leo7.,#0,1018,,
"2025-04-10,09:08:55",leo7.,#0,1019,,
"2025-04-11,13:55:13",leo7.,#0,1020,,
"2025-04-12,09:50:39",leo7.,#0,1021,,
"2025-04-13,08:59:36",leo7.,#0,1022,,
"2025-04-14,09:23:33",leo7.,#0,1023,,
"2025-04-15,00:04:44",leo7.,#0,1024,,
"2025-04-15,00:05:09",_tybg,#0,Cube root of 1024,,
"2025-04-16,08:34:09",leo7.,#0,1025,,
"2025-04-17,21:57:43",leo7.,#0,1026,,
"2025-04-18,09:09:04",leo7.,#0,1027,,
"2025-04-19,09:25:59",leo7.,#0,1028,,
"2025-04-20,10:47:26",leo7.,#0,1029,,
"2025-04-21,14:16:37",leo7.,#0,1030,,
"2025-04-22,12:36:00",leo7.,#0,1031,,
"2025-04-23,12:55:45",leo7.,#0,1032,,
"2025-04-24,09:55:15",leo7.,#0,1033,,
"2025-04-25,14:42:56",leo7.,#0,1034,,
"2025-04-26,11:48:02",leo7.,#0,1035,,
"2025-04-27,09:33:16",leo7.,#0,1036,,
"2025-04-29,18:45:26",leo7.,#0,1037,,
"2025-05-01,10:18:55",leo7.,#0,1038,,
"2025-05-02,13:04:31",leo7.,#0,1039,,
"2025-05-03,00:12:44",leo7.,#0,1040,,
"2025-05-05,09:22:59",leo7.,#0,1041,,
"2025-05-06,08:16:15",leo7.,#0,1042,,
"2025-05-07,21:01:37",leo7.,#0,1043,,
"2025-05-08,06:06:55",leo7.,#0,1044,,
"2025-05-09,06:36:23",leo7.,#0,1045,,
"2025-05-13,10:14:19",leo7.,#0,1046,,
"2025-05-13,10:43:47",_tybg,#0,4 days 2 late,,
"2025-05-15,01:28:29",laxaxl,#0,https://tenor.com/view/where-you-at-gif-21177622,,
"2025-05-15,01:28:32",laxaxl,#0,where time,,
"2025-05-15,11:43:16",leo7.,#0,1047,,
"2025-05-16,10:20:29",leo7.,#0,1048,,
"2025-05-17,08:02:04",leo7.,#0,1049,,
"2025-05-18,13:46:07",leo7.,#0,1050,,
"2025-05-19,10:01:34",leo7.,#0,1051,,
"2025-05-21,07:46:54",leo7.,#0,1052,,
"2025-05-23,13:09:55",leo7.,#0,1053,,
"2025-05-24,10:53:52",leo7.,#0,1054,,
"2025-05-25,17:21:18",leo7.,#0,1055,,
"2025-05-26,09:59:38",leo7.,#0,1056,,
"2025-05-27,12:31:22",leo7.,#0,1057,,
"2025-05-29,14:12:01",leo7.,#0,1058,,
"2025-05-30,23:17:48",leo7.,#0,1059,,
"2025-06-01,09:53:33",leo7.,#0,1060,,
"2025-06-03,10:06:47",leo7.,#0,1061,,
"2025-06-04,13:20:38",leo7.,#0,1062,,
"2025-06-05,20:02:10",leo7.,#0,1063,,
"2025-06-07,09:01:30",leo7.,#0,1064,,
"2025-06-11,14:17:26",laxaxl,#0,https://tenor.com/view/spongebob-squarepants-spongebob-panic-chaos-fire-gif-4920941,,
"2025-06-11,14:17:29",laxaxl,#0,where is time,,
"2025-06-15,09:28:34",leo7.,#0,1065,,
"2025-06-17,21:43:05",leo7.,#0,1066,,
"2025-06-18,15:06:04",leo7.,#0,1067,,
"2025-06-19,11:06:12",leo7.,#0,1068,,
"2025-06-20,11:12:17",leo7.,#0,1069,,
"2025-06-21,20:47:07",leo7.,#0,1070,,
"2025-06-22,12:02:38",leo7.,#0,1071,,
"2025-06-23,23:12:03",leo7.,#0,1072,,
"2025-06-24,13:10:06",leo7.,#0,1073,,
"2025-06-25,08:14:57",leo7.,#0,1074,,
"2025-06-26,09:48:39",leo7.,#0,1075,,
"2025-06-27,22:47:54",leo7.,#0,1076,,
"2025-06-28,09:25:45",leo7.,#0,1077,,
"2025-06-30,08:48:30",leo7.,#0,1078,,
"2025-07-01,20:41:44",leo7.,#0,1079,,
"2025-07-02,20:01:15",leo7.,#0,1080,,
"2025-07-03,10:08:47",leo7.,#0,1081,,
"2025-07-04,23:34:14",leo7.,#0,1082,,
"2025-07-05,16:16:48",leo7.,#0,1083,,
"2025-07-07,10:54:07",leo7.,#0,1084,,
"2025-07-08,22:11:31",leo7.,#0,1085,,
"2025-07-09,08:59:55",leo7.,#0,1086,,
"2025-07-10,15:40:38",leo7.,#0,1087,,
"2025-07-11,10:06:53",leo7.,#0,1088,,
"2025-07-12,14:58:54",leo7.,#0,1089,,
"2025-07-14,09:49:36",leo7.,#0,1090,,
"2025-07-16,15:13:02",leo7.,#0,1091,,
"2025-07-17,10:36:38",leo7.,#0,1092,,
"2025-07-18,15:08:29",leo7.,#0,1093,,
"2025-07-19,22:44:21",leo7.,#0,1094,,
"2025-07-21,14:54:04",laxaxl,#0,what will happen at 2000 <:Uncanny:1391494111915282603>,,
"2025-07-21,15:06:34",jink0683,#0,nothing ever happens,,
"2025-07-21,16:51:43",leo7.,#0,1095,,
"2025-07-22,17:59:35",leo7.,#0,1096,,
"2025-07-23,11:53:13",leo7.,#0,1097,,
"2025-07-24,22:04:11",leo7.,#0,1098,,
"2025-07-25,10:23:19",leo7.,#0,1099,,
"2025-07-26,18:55:14",leo7.,#0,1100,,
"2025-07-27,09:23:03",leo7.,#0,1101,,
"2025-07-27,16:25:57",_tybg,#0,Guys when we reach 2028 it will also be the year 2028 I'm so excited but even more interesting is that day 67 was September 2*7*   2022 67 67 67 67 67 67 67 67 MANGOMANGO MANGO MANGO <:Uncanny:1391494111915282603><:Uncanny:1391494111915282603> <:Uncanny:1391494111915282603>  🥭 🥭 🥭,,
"2025-07-27,22:06:35",laxaxl,#0,,,
"2025-07-28,07:16:04",leo7.,#0,1102,,
"2025-07-29,08:49:42",leo7.,#0,1103,,
"2025-07-30,08:54:02",leo7.,#0,1104,,
"2025-07-31,07:26:15",leo7.,#0,1105,,
"2025-08-01,08:57:32",leo7.,#0,1106,,
"2025-08-02,09:34:45",leo7.,#0,1107,,
"2025-08-03,08:27:36",leo7.,#0,1108,,
"2025-08-04,09:51:55",leo7.,#0,1109,,
"2025-08-05,09:52:00",leo7.,#0,1110,,
"2025-08-06,06:27:10",leo7.,#0,1111,,
"2025-08-07,15:29:37",leo7.,#0,1112,,
"2025-08-10,15:11:08",leo7.,#0,1113,,
"2025-08-11,12:07:05",laxaxl,#0,brah,,
"2025-08-11,12:07:18",laxaxl,#0,missed 3 days,,
"2025-08-11,12:07:26",laxaxl,#0,https://tenor.com/view/adventure-time-unacceptable-earl-of-lemongrab-no-watermark-gif-27371438,,
"2025-08-12,18:50:06",leo7.,#0,1114,,
"2025-08-13,08:25:50",leo7.,#0,1115,,
"2025-08-14,12:32:25",leo7.,#0,1116,,
"2025-08-15,13:08:59",leo7.,#0,1117,,
"2025-08-16,08:23:40",leo7.,#0,1118,,
"2025-08-17,09:44:36",leo7.,#0,1119,,
"2025-08-18,08:47:54",fameldin,#0,1120,,
"2025-08-19,07:47:45",leo7.,#0,1121,,
"2025-08-20,06:51:40",leo7.,#0,1122,,
"2025-08-21,06:55:00",leo7.,#0,1123,,
"2025-08-22,09:04:35",leo7.,#0,1124,,
"2025-08-24,16:39:40",leo7.,#0,1125,,
"2025-08-25,10:28:58",leo7.,#0,1126,,
"2025-08-26,10:35:12",leo7.,#0,1127,,
"2025-08-27,11:11:15",leo7.,#0,1128,,
"2025-08-28,09:27:43",leo7.,#0,1129,,
"2025-08-29,07:36:48",leo7.,#0,1130,,
"2025-08-30,14:07:10",leo7.,#0,1131,,
"2025-08-31,16:09:46",leo7.,#0,1132,,
"2025-09-01,09:10:36",leo7.,#0,1133,,
